     Eje X     Eje Y     Eje Z
 -0.209937 -0.082988 -1.122941
 -0.117937  0.018012 -1.165941
  0.120063  0.006012 -0.841941
  0.297062  0.300012 -0.771941
  1.457062  0.588012 -0.836941
  1.456063  0.695012 -0.636941
  1.413062  0.582012 -0.579941
  1.315063  0.557012 -0.629941
  1.186062  0.627012 -0.667941
  1.034063  0.435012 -0.685941
  0.821063  0.402012 -0.776941
  1.168062  1.098012 -0.715941
  1.093063  1.136012 -0.683941
  1.061062  1.110012 -0.673941
  1.088063  1.061012 -0.711941
  0.958063  1.110012 -0.541941
  0.887062  1.087012 -0.563941
  0.860062  1.008012 -0.560941
  0.536062  0.571012 -0.511941
  0.473062  0.530012 -0.789941
  0.419062  0.603012 -0.690941
  0.421062  0.544012 -0.702941
  0.532062  0.715012 -0.942941
  0.622063  0.794012 -1.030941
  0.694062  0.932012 -1.051941
  1.918062  0.644012 -1.015941
  1.862062  0.727012 -0.535941
  1.730062  0.673012 -0.339941
  1.545063  0.717012 -0.340941
  1.405063  0.685012 -0.578941
  1.169062  0.594012 -0.530941
  0.943062  0.751012 -0.537941
 -0.107937  0.216012 -0.793941
 -0.009937  0.243012 -0.765941
  0.057062  0.193012 -0.595941
  0.122062  0.252012 -0.625941
  0.141062  0.310012 -0.602941
  0.167063  0.326012 -0.502941
  0.332063  0.440012 -0.431941
  0.560063  1.210012 -0.452941
  0.537063  1.017012 -0.838941
  0.614062  1.107012 -0.831941
  0.818062  0.963012 -1.163941
  0.874062  0.698012 -1.193941
  0.896062  0.662012 -0.950941
  1.095062  1.343012 -0.783941
  1.072062  1.262012 -0.588941
  0.970062  1.330012 -0.515941
  0.878062  1.276012 -0.652941
  0.720062  1.190012 -0.809941
  0.570063  1.244012 -0.979941
  0.526062  0.930012 -0.998941
  1.032063  0.348012 -0.864941
  1.095062  0.435012 -0.538941
  1.136063  0.636012 -0.474941
  1.203063  0.785012 -0.723941
  1.201062  0.707012 -0.950941
  1.283062  0.791012 -1.061941
  1.281062  0.629012 -0.990941
  0.526062  1.025012 -0.966941
  0.707062  1.100012 -0.790941
  1.009063  1.236012 -0.847941
  1.221063  1.272012 -0.789941
  1.403062  1.293012 -0.736941
  1.601063  1.489012 -0.747941
  1.750062  1.491012 -0.713941
  0.293063 -0.781988 -0.676941
  0.309063 -0.795988 -0.972941
  0.377062 -0.762988 -0.878941
  0.305063 -0.481988 -0.599941
  0.382062 -0.320988 -0.682941
  0.523063 -0.118988 -0.693941
  0.639063  0.198012 -0.537941
  0.695063  0.252012 -0.676941
  0.965062  0.287012 -0.866941
  0.987063  0.434012 -0.834941
  1.108063  0.595012 -0.821941
  1.206063  0.675012 -0.925941
  1.181062  0.826012 -1.151941
  1.318063  0.935012 -1.266941
  1.365062  0.968012 -1.067941
  1.404063  0.922012 -0.516941
  1.429062  1.088012 -0.441941
  1.587062  1.150012 -0.579941
  1.583063  1.315012 -0.421941
  1.519063  1.542012 -0.589941
  1.618062  1.490012 -0.861941
  0.305063  0.663012 -0.698941
  0.151063  0.496012 -0.888941
  0.072062  0.469012 -0.869941
 -0.033937  0.319012 -0.757941
 -0.088937  0.254012 -0.956941
 -0.044937  0.216012 -1.126941
  0.072062 -0.004988 -0.929941
  0.983063  0.926012 -0.833941
  0.922063  0.856012 -0.883941
  1.002063  0.777012 -0.900941
  0.860062  0.831012 -0.866941
  0.865062  0.874012 -0.942941
  0.972063  0.772012 -0.953941
  1.100062  1.373012 -0.827941
  1.166062  1.382012 -0.883941
  1.358063  1.201012 -0.814941
  1.425063  1.127012 -0.842941
  1.353063  1.007012 -0.857941
  1.372062  0.728012 -0.838941
  1.234063  0.637012 -0.825941
  0.962062  0.973012 -0.736941
  0.991063  0.948012 -0.810941
  0.956062  0.864012 -0.712941
  0.839063  0.738012 -0.732941
  0.738063  0.726012 -0.813941
  0.702062  0.563012 -0.690941
  0.677063  0.464012 -0.715941
  0.673063  0.963012 -0.697941
  0.706062  1.044012 -0.936941
  0.773063  1.090012 -1.002941
  0.892062  1.116012 -1.066941
  0.907062  1.208012 -1.092941
  0.967062  1.165012 -1.024941
  0.942062  1.131012 -0.865941
  1.692062  1.034012 -0.847941
  1.655063  1.024012 -0.551941
  1.502063  1.032012 -0.493941
  1.423062  1.005012 -0.569941
  1.333063  0.923012 -0.558941
  1.296062  0.867012 -0.703941
  1.129063  0.716012 -0.699941
  0.540062  0.427012 -0.593941
  0.577062  0.399012 -0.853941
  0.613063  0.526012 -0.737941
  0.750063  0.490012 -0.744941
  0.963063  0.517012 -0.727941
  1.154063  0.632012 -0.736941
  1.185063  0.688012 -0.653941
  0.629062  0.471012 -0.587941
  0.539063  0.496012 -0.903941
  0.398062  0.330012 -0.931941
  0.137063  0.509012 -0.888941
  0.184062  0.494012 -0.818941
  0.147062  0.434012 -0.637941
  0.134062  0.633012 -0.644941
  0.781062  0.209012 -0.764941
  0.598063  0.246012 -0.796941
  0.510063  0.154012 -0.724941
  0.353063  0.174012 -0.871941
  0.369063  0.226012 -0.843941
  0.326063  0.234012 -0.727941
  0.279063  0.349012 -0.950941
  0.245063  0.600012 -0.844941
  0.181063  0.905012 -0.876941
  0.460063  1.129012 -0.958941
  0.515063  1.256012 -0.899941
  0.971062  1.074012 -0.905941
  1.122062  1.276012 -0.774941
  0.717062  0.200012 -0.685941
  0.525063  0.147012 -0.858941
  0.426062  0.244012 -0.739941
  0.267062  0.341012 -0.898941
  0.129063  0.285012 -0.992941
  0.046062  0.509012 -0.940941
  0.002062  0.555012 -0.958941
  0.862063  0.786012 -1.195941
  0.767062  0.698012 -0.841941
  0.638062  0.590012 -0.891941
  0.605062  0.484012 -1.017941
  0.581062  0.347012 -0.722941
  0.527062  0.416012 -0.621941
  0.556063  0.342012 -0.709941
  1.359063  0.721012 -0.688941
  1.290063  0.738012 -0.504941
  1.308063  0.692012 -0.547941
  1.174062  0.704012 -0.610941
  0.981062  0.642012 -0.656941
  0.895063  0.699012 -0.962941
  0.821063  0.720012 -1.024941
  0.922063  1.455012 -1.018941
  0.921063  1.406012 -0.870941
  0.789063  1.151012 -0.777941
  0.708063  1.083012 -0.602941
  0.807063  0.927012 -0.714941
  0.699063  0.744012 -0.736941
  0.677063  0.530012 -0.781941
  0.162062  0.456012 -0.882941
  0.294062  0.512012 -1.098941
  0.430063  0.599012 -0.762941
  0.481063  0.900012 -1.112941
  0.746063  0.881012 -1.275941
  0.719063  1.009012 -0.712941
  0.818062  1.027012 -0.964941
  0.802063  0.373012 -1.131941
  0.744062  0.218012 -0.753941
  0.553062  0.354012 -0.421941
  0.575063  0.403012 -0.935941
  0.646062  0.347012 -1.215941
  0.491062  0.548012 -0.964941
  0.572062  0.446012 -1.161941
  1.471063  1.345012 -1.138941
  1.434062  1.223012 -0.940941
  1.394063  1.327012 -1.241941
  1.509063  1.208012 -1.064941
  1.391062  1.132012 -0.987941
  1.337062  1.030012 -0.912941
  1.264063  0.718012 -0.711941
  0.453063  0.471012 -0.487941
  0.611063  0.306012 -0.728941
  0.740062  0.291012 -0.538941
  1.117062  0.309012 -0.604941
  1.123062  0.531012 -0.574941
  1.223063  0.369012 -0.627941
  0.966062  0.535012 -0.673941
  0.920062  0.601012 -0.900941
  0.879062  0.753012 -0.826941
  0.947062  0.804012 -0.839941
  1.029063  0.890012 -0.764941
  1.079062  1.034012 -0.776941
  1.026062  1.095012 -0.792941
  0.923063  0.150012 -0.903941
  0.851062  0.224012 -0.487941
  0.898063  0.326012 -0.542941
  0.874062  0.395012 -0.595941
  0.855062  0.487012 -0.815941
  0.962062  0.475012 -0.899941
  0.959063  0.579012 -0.893941
  0.126062  0.253012 -0.865941
  0.170062  0.379012 -0.566941
  0.218063  0.520012 -0.527941
  0.383063  0.557012 -0.509941
  0.542063  0.840012 -0.499941
  0.702062  1.030012 -0.614941
  0.965062  1.098012 -0.625941
  0.030063  0.131012 -0.685941
  0.026062  0.205012 -0.868941
  0.035062  0.396012 -0.824941
  0.148062  0.520012 -0.935941
  0.337063  0.720012 -0.913941
  0.527062  0.826012 -0.763941
  0.690063  0.883012 -0.794941
  1.274063  0.834012 -0.726941
  1.188063  0.802012 -0.690941
  1.179062  0.892012 -0.870941
  1.315063  0.647012 -0.872941
  1.109063  0.598012 -0.695941
  1.081063  0.516012 -0.809941
  0.984062  0.365012 -0.808941
  0.633062  1.157012 -0.845941
  0.593063  1.296012 -0.764941
  0.687063  1.069012 -0.872941
  0.691063  1.068012 -0.741941
  0.623062  0.931012 -0.801941
  0.587062  0.572012 -0.802941
  0.468062  0.587012 -0.736941
  1.678063  0.580012 -0.768941
  1.575063  0.487012 -0.653941
  1.561062  0.384012 -0.699941
  1.497062  0.484012 -0.733941
  1.467062  0.450012 -0.825941
  1.576062  0.408012 -0.610941
  1.506063  0.469012 -0.637941
  0.006063  1.140012 -0.585941
 -0.084937  0.934012 -1.025941
 -0.234938  0.919012 -0.930941
 -0.172937  0.818012 -1.104941
 -0.000004 -0.000004 -1.025941
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.488988 -0.880941  0.693062
 -0.598988 -0.813941  0.354062
 -0.648988 -0.884941  0.207062
 -0.710988 -0.744941  0.072062
 -0.604988 -0.714941 -0.181938
 -0.389988 -0.829941 -0.373937
 -0.178988 -0.828941 -0.397938
  0.734012 -0.801941  1.088063
  0.714012 -0.723941  0.985062
  0.786012 -0.746941  1.031062
  0.807012 -0.561941  1.026062
  0.820012 -0.570941  1.015062
  0.859012 -0.701941  1.028062
  0.804012 -0.677941  1.090062
 -0.425988 -0.879941 -0.037937
 -0.269988 -0.788941  0.047063
 -0.149988 -0.777941  0.075062
  0.242012 -0.813941  0.116062
  0.441012 -0.879941  0.291063
  0.704012 -0.976941  0.352062
  1.026012 -1.066941  0.481063
  0.898012 -0.880941  1.086063
  0.968012 -0.898941  0.922063
  0.915012 -0.885941  0.852063
  0.939012 -0.874941  0.689062
  0.994012 -0.804941  0.743062
  1.059012 -0.812941  0.652062
  1.209012 -0.896941  0.551063
  0.536012 -0.537941  0.807063
  0.315012 -0.530941  0.720062
  0.339012 -0.691941  0.507062
  0.111012 -0.625941  0.428062
 -0.099988 -0.616941  0.392062
 -0.038988 -0.675941  0.254063
 -0.286988 -0.708941  0.173063
  1.013012 -0.878941  1.450063
  0.926012 -1.156941  1.233063
  0.879012 -0.946941  1.273062
  0.836012 -0.772941  1.358063
  0.916012 -0.742941  1.394063
  1.101012 -0.504941  1.523062
  1.177012 -0.497941  1.503062
  1.057012 -0.941941 -0.183938
  0.979012 -1.008941 -0.336937
  0.918012 -1.063941 -0.579938
  0.696012 -0.953941 -0.727938
  0.405012 -0.943941 -0.914937
  0.375012 -1.132941 -1.050938
  0.141012 -1.069941 -1.049937
  0.547012 -0.671941 -1.977937
  0.616012 -0.683941 -1.978938
  0.684012 -0.510941  1.973063
  0.720012 -0.671941  1.853063
  0.695012 -0.788941  1.731063
  0.777012 -0.942941  1.601063
  0.535012 -0.785941 -0.233938
  0.481012 -0.749941 -0.025937
  0.340012 -0.471941  0.242062
  0.312012 -0.661941  0.591062
  0.336012 -0.665941  1.056062
  0.415012 -0.611941  1.609063
  0.486012 -0.712941 -1.966938
  1.105012 -1.092941  1.324062
  0.855012 -0.823941  1.493062
  0.517012 -0.689941  1.471063
  0.289012 -0.688941  1.306062
  0.058012 -0.534941  1.263062
 -0.048988 -0.726941  0.966062
 -0.080988 -0.780941  0.738063
 -0.703988 -0.753941  0.680062
 -0.327988 -1.095941  0.693062
  0.115012 -1.402941  0.729062
  0.244012 -1.004941  0.821063
  0.507012 -0.705941  0.497063
  0.908012 -0.960941  0.151063
  1.097012 -0.848941 -0.044937
  0.144012 -0.425941 -1.847937
  0.864012 -0.713941 -1.795938
  1.259012 -0.258941 -1.594937
  1.652012 -0.424941 -1.597937
 -1.893988 -0.900941 -2.037937
 -1.492988 -0.574941  1.947062
 -1.089988 -1.168941  1.474062
 -0.170988 -0.385941 -0.708938
 -0.073988 -0.556941 -0.375937
 -0.129988 -0.043941 -0.134937
 -0.049988 -0.595941 -0.237937
 -0.362988 -0.954941 -0.831937
 -0.640988 -0.333941 -1.293937
 -0.780988 -0.876941 -1.892938
 -0.439988 -1.000941  1.287063
  0.049012 -1.054941  0.782062
  0.265012 -1.061941  0.335063
  0.232012 -0.751941  0.287062
  0.269012 -1.485941  0.049063
 -0.127988 -1.859941 -0.281938
 -0.922988 -0.828941 -0.281938
  1.594012 -1.077941 -1.823938
  2.008012 -0.860941 -1.496938
 -1.996988 -0.367941 -1.277938
 -2.030988 -0.993941 -1.551937
  1.835012 -1.191941  2.027062
  1.096012 -0.755941  1.753062
  0.356012 -1.036941  1.312063
  1.985012 -0.994941 -1.451938
 -1.852988 -0.839941 -1.461938
 -1.763988 -0.389941 -1.496938
 -1.814988 -0.698941  2.009063
  1.981012 -0.845941  1.671062
  1.570012 -1.104941  1.281062
 -1.038988 -1.096941  0.819062
 -0.909988 -0.756941  0.470062
 -0.662988 -0.755941  0.510063
 -0.710988 -0.985941  0.716062
 -0.824988 -1.141941  0.126062
 -0.952988 -0.841941 -0.090938
 -1.403988 -0.612000  0.181063
 -0.072957  1.680000  0.081113
 -1.154980  1.994059  1.780066
  1.659012 -1.635996 -1.418934
 -1.799000 -0.759000  1.720121
 -1.486996 -1.858000 -1.726934
  0.494023  0.111004 -0.977934
 -1.595996 -0.717941  1.086121
 -0.872988 -0.603941 -1.364938
 -0.826988  1.075059 -0.853879
 -0.346984  1.940059  0.458062
  1.027016 -0.831000 -1.367937
 -0.778984 -1.433941  1.821121
 -1.210988 -0.081941 -0.264937
  0.848012 -1.390941  1.639063
  1.034012 -1.610941 -0.990937
 -0.778984 -1.331941 -1.843938
  0.066016 -1.828941  0.977063
 -0.851988 -0.929941  0.956062
 -0.784988 -1.187941 -0.327938
  0.412012  1.330059 -1.834937
 -1.123988 -1.377941  0.070063
 -0.423988  0.850059 -0.052938
  1.905012 -1.199941  1.520062
  1.025012 -1.231941  0.314063
 -1.212988 -0.701941  1.137063
  0.813012  0.137059  0.364062
  1.804012  1.789059 -1.656937
 -1.785988 -0.328941  1.132063
  0.821012 -0.429941  0.452062
 -1.316988  1.486059 -0.128937
 -0.044988  0.525059 -1.124938
  0.920012  0.024059 -1.701938
  1.041012  1.792059  1.344062
  0.047012  0.569059 -1.110937
 -1.256988  0.533059  0.261063
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.150988  1.399059 -0.710938
 -0.162988  0.148059 -0.603938
  0.348012 -0.243941 -0.768938
 -1.730988 -1.055941 -1.744938
  1.507012  1.903059 -1.256938
  0.789012  0.503059 -0.782938
  0.753012 -0.296941 -1.224938
  0.939012 -0.667941 -1.550938
 -0.244988  0.069059 -0.804937
  0.582008 -1.014941 -1.603879
  1.765000 -1.334941  0.504121
  1.848027  0.037000 -1.336934
 -1.337977  1.031000  1.381121
  1.762016 -1.592000  0.265063
  2.027020  1.535055  0.436063
  0.850004 -0.415000  0.466062
 -1.210984  0.116059  1.011121
 -1.003988  0.159000  1.983063
  1.848016 -1.341000  0.662063
  0.124016 -1.560941 -1.547938
  0.670016  0.416059 -0.277938
 -1.331988 -0.436941  1.278062
  0.591012 -0.734941  0.979062
  1.883012 -0.795941 -0.549937
  1.264012  1.445059  1.726063
 -1.884988  0.383059 -0.396937
 -1.490988 -0.226941 -0.934937
 -0.725988 -0.944941 -1.244938
 -1.937988 -0.580941  0.691063
  1.697012 -0.103941  0.272063
  1.574012 -1.838941 -1.492937
 -1.978988 -0.595941  1.497062
  1.301012  0.390059 -1.734938
 -1.564984  0.588059 -0.218938
 -2.008988  0.756059  1.427063
 -1.691988 -1.004941 -1.390937
 -0.608988 -1.840941 -1.174937
  0.586012  0.364059 -1.293937
  1.026012 -1.007941 -1.063938
  1.310012 -1.422941 -1.300938
  1.486012  1.631059 -1.875937
  0.197012 -1.082941  1.209062
 -0.264988 -1.315941  1.255062
 -0.577988 -0.348941  1.034063
  0.310012 -0.433941  0.249062
  1.742012  1.954059 -0.712937
 -1.574988  0.460059 -1.046937
 -1.913988 -0.053941 -0.615937
 -0.854988 -1.100941  1.844062
 -2.038988  0.728059 -1.576938
  1.819012  1.828059 -1.701938
  1.235012  1.523059 -1.823938
  0.864012  0.942059 -1.988937
  0.676012  0.161059  1.965062
  0.313012 -0.767941  2.036062
 -0.801988  0.345059  0.250062
 -1.911988  0.185059  0.795062
  1.443012  0.202059  1.198063
  1.056012 -0.139941  1.248062
  1.642012  0.143059  0.951063
  1.970012 -0.123941  1.090062
  0.119012 -0.328941  1.748062
  0.431012  0.610059  1.898062
  1.252012  1.324059 -1.984938
 -1.887988  0.620059 -2.040937
 -0.640988 -0.455941  1.624063
  0.452012 -1.603941  1.171062
  0.687012 -1.911941  1.272063
  1.903012 -1.503941  1.354063
  1.294012 -0.987941  1.780063
  0.624012 -0.840941 -1.695938
  0.224012 -0.781941 -1.258937
 -0.028988 -0.097941 -1.003937
 -0.069988  0.383059 -0.349937
  0.350012  1.072059  0.124063
 -0.278988 -0.512941  2.022063
 -1.201988 -0.647941  1.905063
  1.842012 -0.314941  1.970062
  0.773012  0.500059  1.984063
  0.227012  0.660059  1.716063
  0.207012  0.198059  1.070063
  0.551012 -0.664941  0.200062
  0.361012  0.222059  1.890062
 -0.082988  0.114059  1.741063
 -0.246988 -0.338941  1.403062
 -0.216988 -0.932941  0.758062
 -0.268988 -1.278941  0.167063
 -0.293988 -1.146941 -0.230937
 -0.087988 -1.312941 -0.595937
 -0.028988 -1.426941  1.072062
 -0.065988 -1.445941  0.907062
 -0.275988 -1.170941  0.978063
 -0.855988 -0.775941  1.398062
 -1.324988 -0.120941  1.818063
 -1.700988  0.052059 -1.885937
 -1.788988 -0.004941 -1.843938
  0.317012 -1.517941 -0.104938
  0.182012 -1.186941  0.372063
  0.174012 -0.660941  0.900063
  0.062012 -0.472941  1.352062
  0.295012 -0.135941  1.742062
  0.490012 -0.007941 -2.029938
  0.901012 -0.164941 -1.981938
 -1.614988 -1.010941 -0.040937
 -1.537988 -1.272941 -0.272938
 -1.669988 -1.468941 -0.226938
 -1.712988 -1.471941  0.062062
 -1.876988 -1.304941  0.471063
  1.958012 -1.093941  0.936063
  1.780012 -0.646941  1.439062
  1.281012 -1.384941 -0.220938
  1.464012 -1.182941 -0.236937
  1.165012 -1.243941 -0.053937
  1.045012 -1.185941  0.233063
  0.792012 -0.952941  0.590062
  0.128012 -0.155941  0.916062
 -0.442988 -1.136941  0.878062
 -0.501988 -1.005941  0.876063
 -0.987988 -0.826941  1.123062
 -1.321988 -0.370941  1.423062
 -1.523988 -0.178941  1.658062
 -1.628988 -0.310941  1.734063
 -1.339988 -0.324941  1.569062
  0.651012 -0.614941  1.021062
  0.549012 -0.700941  0.694062
  0.588012 -0.955941  0.384062
  0.612012 -1.093941  0.110063
  0.570012 -1.272941 -0.126937
  0.479012 -1.359941 -0.111938
  0.081012 -1.141941  0.080063
 -0.886988 -1.026941  1.017063
 -0.569988 -1.216941  0.832062
 -0.347988 -1.292941  0.766062
 -0.330988 -1.090941  0.842062
 -0.351988 -0.802941  1.034063
 -0.248988 -0.852941  1.191062
 -0.137988 -0.820941  1.320063
 -0.277988 -1.190941  0.494063
 -0.253988 -0.800941  0.542063
 -0.281988 -0.776941  0.730062
 -0.412988 -0.746941  0.820063
 -0.470988 -0.581941  1.027063
 -0.649988 -0.384941  1.355062
 -0.808988 -0.176941  1.560063
 -0.802988 -0.217941  1.805063
 -0.473988 -0.419941  1.644063
 -0.227988 -0.775941  1.381063
  0.045012 -0.867941  1.199062
  0.036012 -0.848941  1.117062
  0.007012 -0.833941  1.231063
  0.182012 -0.759941  1.289063
  0.093012 -0.688941  0.859062
  0.236012 -0.654941  0.932063
  0.288012 -0.773941  0.785062
  0.657012 -0.959941  0.590062
  0.674012 -0.964941  0.638062
  0.364012 -0.804941  0.854062
  0.201012 -0.520941  1.086063
 -0.756988 -0.371941  1.400062
 -0.731988 -0.457941  1.328063
 -0.411988 -0.375941  1.188063
 -0.308988 -0.560941  1.311062
 -0.336988 -0.541941  1.365062
 -0.105988 -0.516941  1.319062
  0.146012 -0.779941  1.146062
 -0.083988 -0.414941  1.270062
 -0.175988 -0.447941  1.269063
  0.067012 -0.529941  0.894063
  0.237012 -0.724941  0.603063
  0.269012 -0.926941  0.394062
  0.357012 -0.860941  0.171062
 -1.360988 -0.187941  0.109063
 -1.122988 -0.260941  2.015063
 -0.598988 -0.330941  1.905063
 -0.377988 -0.203941  2.015063
 -0.287988 -0.203941 -1.918937
 -0.093988 -0.458941 -1.842937
 -0.065988 -0.274941 -1.548938
  0.432012 -1.111941  1.845062
  0.296012 -0.959941  1.830063
  0.322012 -0.795941  1.689062
  0.266012 -0.655941  1.581063
  0.343012 -0.546941  1.393062
  0.494012 -0.677941  1.026062
  0.631012 -0.592941  0.852063
 -1.227988 -0.559941  1.781062
 -1.205988 -0.607941  1.815063
 -1.252988 -0.573941  1.941062
 -1.194988 -0.483941  2.044063
 -1.002988 -0.603941  1.983063
 -0.775988 -0.599941  1.934062
 -0.586988 -0.521941  1.917063
  0.129012 -0.482941  1.410063
  0.326012 -0.401941  1.424062
  0.333012 -0.501941  1.325063
  0.538012 -0.534941  1.377063
  0.541012 -0.602941  1.432063
  0.578012 -0.583941  1.356063
  0.629012 -0.491941  1.390062
 -1.075988 -1.363941  0.896062
 -1.214988 -1.232941  0.980062
 -1.099988 -1.074941  0.945063
 -1.084988 -0.928941  0.923063
 -1.057988 -0.822941  0.854062
 -0.835988 -0.785941  0.924062
 -0.773988 -0.784941  0.870062
 -0.010988 -0.801941 -1.793937
 -0.106988 -0.518941 -1.772938
  0.008012 -0.607941 -1.687937
 -0.040988 -0.643941 -1.803938
 -0.043988 -0.703941 -1.898937
  0.101012 -0.744941  1.981063
  0.048012 -0.810941  1.796062
 -0.324988 -0.997941  0.018063
 -0.131988 -0.791941  0.080063
 -0.190988 -0.954941  0.350062
 -0.138988 -0.812941  0.597063
 -0.187988 -0.724941  0.770063
 -0.315988 -0.818941  1.073063
 -0.217988 -0.645941  1.237062
 -0.294988 -0.594941  1.576062
 -0.145988 -0.555941  1.599062
 -0.027988 -0.480941  1.707062
  0.079012 -0.431941  1.709062
  0.140012 -0.299941  1.794062
  0.275012 -0.419941  1.904063
  0.359012 -0.381941  1.790063
 -0.907988 -0.468941  1.116063
 -0.870988 -0.453941  1.693063
 -0.743988 -0.354941  1.868062
 -0.495988 -0.421941 -1.845937
 -0.243988 -0.526941 -1.311937
 -0.132988 -0.709941 -1.051937
 -1.043988 -1.014941 -1.067937
 -1.045988 -1.072941 -1.208938
 -0.968988 -1.087941 -1.057938
 -0.952988 -1.036941 -0.809937
 -0.654988 -0.843941 -0.328938
 -0.562988 -0.740941  0.340062
 -0.437988 -0.730941  0.874062
 -0.315988 -1.158941 -0.013938
 -0.191988 -1.096941  0.143063
  0.109012 -0.819941  0.353063
  0.156012 -0.857941  0.763062
  0.502012 -0.582941  0.926063
  0.773012 -0.471941  1.279063
  0.918012 -0.446941  1.638062
  0.839012 -0.697941 -1.994938
  1.062012 -0.784941 -1.685938
  1.409012 -0.541941 -1.444937
  1.257012 -0.650941 -1.157938
  1.463012 -0.501941 -1.267938
  1.471012 -0.718941 -1.289937
  1.389012 -0.770941 -1.371938
 -1.592988 -1.054941 -0.659938
 -1.363988 -0.819941 -0.560938
 -1.322988 -0.740941 -0.332938
 -0.982988 -0.811941 -0.087937
 -0.644988 -0.668941  0.050062
 -0.650988 -0.733941  0.447062
 -0.398988 -0.371941  0.707062
 -0.849988 -0.994941  1.786062
 -0.710988 -0.850941  1.394063
 -0.867988 -0.829941  1.078063
 -0.821988 -0.726941  0.669062
 -0.695988 -0.653941  0.378062
 -0.748988 -0.823941  0.063062
 -0.421988 -0.685941 -0.251938
  1.683012 -0.604941 -1.822937
  1.257012 -0.706941 -1.709937
  0.895012 -0.722941 -1.827937
  0.405012 -0.814941 -1.971938
 -0.085988 -0.761941 -2.032938
 -0.436988 -0.813941  1.960063
 -0.976988 -0.714941  2.015063
  0.189012 -0.592941 -2.015938
  0.169012 -0.516941 -1.939937
  0.194012 -0.649941 -1.996938
  0.060012 -0.670941  1.876063
 -0.027988 -0.471941  1.723063
  0.007012 -0.729941  1.577062
 -0.014988 -0.586941  1.377063
 -1.591988 -0.679941  0.710063
 -1.895988 -0.583941  0.701063
  1.806012 -0.713941  0.983063
  1.970012 -0.380941  0.970062
  1.809012 -0.685941  1.117062
  1.826012 -0.394941  1.214062
  0.232012 -0.734941  1.689062
  0.499012 -0.705941  1.551062
  0.507012 -0.688941  1.367062
  0.680012 -0.666941  1.253062
  0.897012 -0.728941  1.063063
  0.964012 -0.868941  0.869062
  1.099012 -0.799941  0.711062
 -1.840988 -0.682941  1.055063
 -1.775988 -0.673941  0.762062
 -1.975988 -0.713941  0.649063
 -1.782988 -0.635941  0.634063
 -1.753988 -0.801941  0.701063
 -1.559988 -0.729941  0.815063
 -1.272988 -0.638941  0.864062
  0.570012 -0.754941  1.267063
  0.421012 -0.709941  1.268062
  0.173012 -0.897941  1.102062
  0.164012 -0.869941  0.987063
 -0.072988 -0.864941  0.997063
 -0.297988 -0.741941  1.139063
 -0.343988 -0.722941  1.171062
 -0.455988 -0.634941  1.856063
 -0.469988 -0.675941  1.793062
 -0.382988 -0.686941  1.695063
 -0.557988 -0.591941  1.586063
 -0.717988 -0.574941  1.480062
 -0.597988 -0.576941  1.325063
 -0.688988 -0.776941  1.080063
  0.398012 -0.688941  1.854063
  0.220012 -0.668941  1.923062
  0.206012 -0.797941  1.770062
  0.150012 -0.929941  1.669062
  0.031012 -0.880941  1.532063
 -0.046988 -0.848941  1.518062
 -0.143988 -0.825941  1.492062
 -0.501988 -0.580941  1.611063
 -0.502988 -0.611941  1.626063
 -0.376988 -0.595941  1.579062
 -0.331988 -0.559941  1.682063
 -0.410988 -0.578941  1.700063
 -0.376988 -0.610941  1.651062
 -0.317988 -0.661941  1.592062
  0.577012 -0.690941  1.503062
  0.392012 -0.644941  1.506063
  0.302012 -0.718941  1.374063
  0.268012 -0.649941  1.225062
 -0.060988 -0.777941  0.964063
 -0.401988 -0.677941  1.065063
 -0.570988 -0.728941  1.202062
  0.398012 -0.859941  1.418062
  0.288012 -0.866941  1.335063
  0.212012 -0.749941  1.256063
  0.010012 -0.770941  1.271062
  0.034012 -0.832941  1.235062
 -0.038988 -0.678941  1.181062
 -0.598988 -0.744941  1.348063
 -0.578988 -0.662941  1.188063
 -0.316988 -0.672941  1.093063
 -0.281988 -0.755941  1.144063
 -0.115988 -0.681941  1.071062
  0.139012 -0.800941  0.911062
  0.162012 -0.772941  0.734062
  0.315012 -0.567941 -2.035938
  0.333012 -0.621941  1.799062
  0.396012 -0.589941  1.626063
  0.218012 -0.606941  1.501063
  0.182012 -0.665941  1.221063
  0.138012 -0.719941  1.090062
 -0.133988 -0.709941  0.949063
 -0.644988 -0.765941  0.708063
 -0.615988 -0.850941  0.691063
 -0.650988 -0.845941  0.717062
 -0.654988 -0.660941  0.752062
 -0.682988 -0.711941  0.812063
 -0.717988 -0.733941  0.895063
 -0.682988 -0.711941  1.047063
 -0.136988 -0.638941  1.531062
 -0.052988 -0.556941  1.096063
 -0.117988 -0.630941  0.722063
 -0.047988 -0.633941  0.475062
  0.143012 -0.653941  0.297062
  0.251012 -0.833941  0.389062
  0.490012 -0.714941  0.548063
