     Eje X     Eje Y     Eje Z
  1.684012 -0.554941  0.623062
  1.422012 -0.548941  0.730062
  1.214012 -0.550941  1.005062
  1.298012 -0.502941  1.093063
  1.271012 -0.615941  1.185063
  1.365012 -0.476941  1.346063
  1.599012 -0.659941  1.391062
  1.780012 -0.996941  1.090062
  1.778012 -0.988941  1.258062
  1.749012 -0.840941  1.357062
  1.617012 -0.918941  1.427063
  1.510012 -0.737941  1.523062
  1.287012 -0.775941  1.657063
  1.110012 -0.808941  1.772063
 -1.036988 -0.834941  1.158062
 -1.159988 -0.670941  0.946063
 -1.181988 -0.524941  0.896062
 -1.400988 -0.731941  1.195063
 -1.429988 -0.625941  1.227062
 -1.536988 -0.441941  1.267063
 -1.730988 -0.431941  1.017063
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000004 -0.000004
 -0.000004 -0.000164 -0.000004
 -1.276074  1.807836  1.296195
 -1.020074  0.783832  1.808195
  0.259926  1.807828 -1.007801
  1.539922  0.271824  0.528195
 -1.020078 -1.520180 -2.031805
 -1.788074 -1.520180 -0.751809
 -1.020078  0.527844 -1.519809
 -0.252078 -1.776152 -1.263809
  1.539926 -2.032152  0.528191
  0.771926 -2.032156 -1.775809
 -2.044074  0.783844  0.016191
 -1.788074 -0.496160  1.296191
 -0.508074 -1.264160  0.272188
 -1.532074 -0.496172  1.808184
 -2.044078 -0.496172 -0.495824
  0.515922  1.039824  1.808180
  1.283922  0.271824  1.296180
  1.795922 -0.752172  1.040184
 -1.276078 -0.752172 -1.775816
  1.283926  0.783832 -0.751813
  1.539926  1.551832 -1.007813
 -0.764074  0.783836  1.808184
  0.515926 -1.520164 -2.031816
  1.539926 -2.032164  0.016184
 -1.788074 -0.496164  1.808187
  0.515926 -0.496164  1.552187
  0.771926 -1.776164  0.784191
  1.539926 -1.520180  0.016191
 -1.020082  0.527820 -1.775816
  1.539926 -0.496176  1.040187
 -0.764074 -2.032168 -1.007813
  1.795922  0.783832 -1.519809
  0.515926  1.807836 -0.751809
  0.515930  0.783836 -1.519809
  1.027926 -0.240184 -0.239809
 -0.764078  1.295816  0.272184
 -0.764074  0.271820  0.784184
  0.003926  0.271820 -1.519812
 -0.508074  1.807824 -0.239809
 -0.252074  1.551828  1.296191
 -0.764074  0.783828 -1.263809
 -1.020074 -1.776176 -1.775805
 -0.252074  1.295824  1.296188
  0.515926 -1.008176 -1.263809
  0.515922  1.807824 -1.263813
  0.771926  1.551824  1.296188
 -1.276074 -0.752176 -0.495813
  0.003922 -0.496176  0.784187
  0.515926  1.551832 -1.775816
  0.003926  1.551828 -0.495820
 -1.788074  0.015828 -2.031820
  1.283926 -2.032172  1.552180
  1.027926 -1.520172  1.552180
 -0.000004 -0.000004  1.552180
 -0.000004 -0.044352 -0.000004
  1.005664 -0.043574  0.046937
  1.005613 -0.044242  0.046223
  1.005367 -0.044727  0.047059
  1.005238 -0.043953  0.047000
  1.004883 -0.044242  0.046773
  1.005000 -0.044086  0.047410
  1.004832 -0.043277  0.046855
  1.004961 -0.043742  0.046246
  1.004945 -0.043980  0.046715
  1.004816 -0.044105  0.047184
  1.005273 -0.044398  0.047313
  1.005047 -0.044434  0.047754
  1.005055 -0.044000  0.048660
  1.004695 -0.043031  0.048590
  1.005293 -0.043430  0.042949
  1.005262 -0.043898  0.043227
  1.004965 -0.044637  0.043707
  1.005031 -0.044770  0.044242
  1.004727 -0.044684  0.044656
  1.005203 -0.044813  0.045289
  1.005496 -0.042152  0.046000
  1.005379 -0.042379  0.049969
  1.005195 -0.042680  0.049043
  1.005059 -0.042742  0.048012
  1.005566 -0.042449  0.047551
  1.005047 -0.043055  0.046105
  1.005672 -0.043445  0.045727
  1.004836 -0.042297  0.045227
  1.005980 -0.042387  0.046305
  1.005309 -0.042531  0.045965
  1.004906 -0.043121  0.045988
  1.005105 -0.043430  0.046633
  1.004535 -0.043805  0.045875
  1.005363 -0.043266  0.046473
  1.004727 -0.043543  0.046660
  1.005285 -0.044172  0.048004
  1.005242 -0.044535  0.047430
  1.005328 -0.044348  0.047363
  1.005023 -0.044383  0.046680
  1.005543 -0.043855  0.046441
  1.005336 -0.043473  0.046273
  1.004734 -0.041426  0.045926
  1.005574 -0.041605  0.046664
  1.005141 -0.042633  0.046203
  1.005453 -0.043023  0.047070
  1.004926 -0.043504  0.046598
  1.004805 -0.043957  0.046652
  1.005176 -0.043875  0.047258
  1.004750 -0.044527  0.046422
  1.005660 -0.043844  0.044930
  1.004609 -0.043566  0.045121
  1.005555 -0.042859  0.045688
  1.005223 -0.042746  0.045742
  1.005570 -0.042539  0.046215
  1.004918 -0.044980  0.047063
  1.004770 -0.045293  0.045520
  1.004574 -0.045609  0.045734
  1.005504 -0.045574  0.046031
  1.005070 -0.045512  0.046676
  1.005227 -0.045496  0.047184
  1.005000 -0.045152  0.048016
  1.005105 -0.042879  0.048699
  1.005691 -0.042937  0.042070
  1.005344 -0.043203  0.042273
  1.005848 -0.042969  0.043078
  1.005359 -0.043086  0.043340
  1.005129 -0.043086  0.043992
  1.005852 -0.042953  0.044691
  1.005203 -0.043543  0.045113
  1.005238 -0.043102  0.049859
  1.004395 -0.042742  0.049000
  1.004781 -0.042660  0.048465
  1.004945 -0.042848  0.047660
  1.004797 -0.043180  0.046312
  1.004543 -0.043156  0.046055
  1.004773 -0.043855  0.045660
  1.004695 -0.043715  0.046695
  1.005523 -0.043043  0.047395
  1.005484 -0.043059  0.048008
  1.005469 -0.043023  0.048066
  1.005520 -0.042609  0.048641
  1.004516 -0.042594  0.048648
  1.005406 -0.042832  0.048348
  1.005023 -0.043074  0.047824
  1.005215 -0.042879  0.048090
  1.004891 -0.042281  0.048316
  1.004926 -0.042484  0.047371
  1.005484 -0.042207  0.047789
  1.005121 -0.042340  0.047543
  1.005437 -0.044281  0.047301
  1.004840 -0.044219  0.046410
  1.004680 -0.044098  0.046344
  1.005191 -0.043848  0.045902
  1.005129 -0.043844  0.045859
  1.005180 -0.043656  0.045801
  1.005078 -0.043395  0.045613
  1.005621 -0.043422  0.046008
  1.004961 -0.043250  0.049465
  1.005121 -0.043316  0.048871
  1.005605 -0.043281  0.048836
  1.005082 -0.043121  0.048895
  1.004856 -0.043187  0.048555
  1.005043 -0.043586  0.048262
  1.004465 -0.041105  0.048422
  1.005785 -0.041516  0.046391
  1.005809 -0.042113  0.046687
  1.005332 -0.042414  0.046668
  1.005570 -0.042426  0.046723
  1.005441 -0.043055  0.046648
  1.005430 -0.043391  0.046051
  1.003973 -0.041859  0.046371
  1.004703 -0.041437  0.050227
  1.004621 -0.041293  0.050004
  1.005270 -0.040949  0.049988
  1.004891 -0.041742  0.049684
  1.005289 -0.041738  0.049711
  1.004551 -0.042859  0.049305
  1.006137 -0.042609  0.045984
  1.006270 -0.042453  0.046402
  1.005918 -0.042371  0.046551
  1.005977 -0.042113  0.046680
  1.006332 -0.042004  0.046391
  1.006250 -0.041895  0.046195
  1.006184 -0.041465  0.046703
  1.004926 -0.041813  0.048074
  1.004977 -0.042559  0.048086
  1.005008 -0.043164  0.047910
  1.005144 -0.044188  0.047500
  1.005539 -0.044840  0.047934
  1.005570 -0.045266  0.047539
  1.005414 -0.042316  0.047152
  1.005805 -0.041594  0.046930
  1.005051 -0.041621  0.047191
  1.004785 -0.041578  0.046684
  1.005066 -0.041375  0.047262
  1.005352 -0.041215  0.046547
  1.004695 -0.041355  0.046363
  1.005020 -0.041523  0.046586
  1.005504 -0.041516  0.049477
  1.005777 -0.041766  0.048941
  1.005984 -0.041992  0.048234
  1.006055 -0.042746  0.048070
  1.006098 -0.043434  0.047375
  1.006316 -0.043398  0.046836
  1.006648 -0.042188  0.046445
  1.003934 -0.042184  0.047340
  1.004555 -0.041816  0.047945
  1.004105 -0.041484  0.048078
  1.003824 -0.041320  0.048633
  1.004316 -0.040871  0.048984
  1.004539 -0.040711  0.049250
  1.004785 -0.042707  0.048758
  1.005188 -0.042809  0.047523
  1.005277 -0.042645  0.047262
  1.005762 -0.042559  0.046871
  1.005332 -0.042152  0.046437
  1.005258 -0.042102  0.046160
  1.005715 -0.042000  0.046434
  1.006203 -0.044117  0.046199
  1.004781 -0.044129  0.046582
  1.005066 -0.043621  0.047508
  1.004816 -0.042738  0.048070
  1.005348 -0.042309  0.048344
  1.005266 -0.041777  0.049160
  1.005496 -0.041512  0.049504
  1.005457 -0.042402  0.049688
  1.005371 -0.042336  0.045367
  1.005805 -0.042312  0.044848
  1.005461 -0.042359  0.045430
  1.004633 -0.042543  0.044730
  1.004973 -0.042320  0.045055
  1.004289 -0.045754  0.045488
  1.005109 -0.045695  0.044383
  1.004805 -0.045906  0.044137
  1.004410 -0.045898  0.044605
  1.004141 -0.046160  0.045426
  0.995633 -0.043352  0.037777
  0.981148 -0.037062  0.028887
  0.765906 -0.005371 -0.055742
  1.137512 -0.015699  0.076734
  1.027020 -0.054727  0.030336
  0.888586 -0.040266  0.070309
  0.943848  0.010906  0.055324
  1.058434 -0.006035  0.007973
  1.015769 -0.011848  0.034160
  0.944293 -0.066852  0.019668
  0.898172 -0.067242  0.002301
  0.946211 -0.020949  0.053758
  1.033223 -0.030164  0.031066
  1.051016 -0.060254  0.043895
  1.009063 -0.078816  0.057168
  1.002656 -0.067910  0.069344
  1.025016 -0.043812  0.078344
  1.006543 -0.057152  0.038367
  1.007508 -0.056484  0.056680
  1.022730 -0.041055  0.057656
  1.031195 -0.034078  0.039582
  1.017105 -0.038148  0.030121
  0.994543 -0.046691  0.027039
  0.982863 -0.047414  0.033871
  1.010113 -0.046621  0.050848
  1.008043 -0.042266  0.046617
  1.010969 -0.043465  0.042594
  1.010660 -0.050004  0.044598
  1.004723 -0.052770  0.053680
  0.997961 -0.047324  0.060465
  0.997715 -0.039164  0.056844
  1.014504 -0.045984  0.045168
  1.006957 -0.051223  0.052715
  1.000609 -0.049562  0.057215
  1.000113 -0.046750  0.053059
  1.003316 -0.049098  0.045699
  1.004980 -0.053137  0.042754
  0.999770 -0.035715  0.043828
  1.009836 -0.035133  0.051789
  1.008238 -0.037117  0.049449
  1.001758 -0.040410  0.049824
  0.996219 -0.040480  0.052047
  0.997465 -0.036637  0.050680
  1.002969 -0.034914  0.046406
  1.006562 -0.041961  0.043945
  1.004828 -0.044395  0.040492
  1.003934 -0.043727  0.043637
  1.004598 -0.040977  0.047969
  1.007969 -0.039730  0.047355
  1.005504 -0.042953  0.046801
  1.001844 -0.038324  0.049695
  1.005582 -0.037250  0.045562
  1.006508 -0.039898  0.044832
  1.004840 -0.043652  0.046828
  1.000441 -0.046437  0.049246
  1.003004 -0.044969  0.051977
  1.005453 -0.043402  0.050129
  1.009426 -0.285910  0.048824
  0.936637 -0.021992  0.431949
  1.015395 -0.126988 -0.098738
  0.809379 -0.113250 -0.146602
  0.695496  0.213227  0.215859
  1.488227 -0.338102  0.152066
  0.442383  0.238496  0.216848
  1.409984 -0.007188 -0.095699
  0.989598 -0.043652 -0.009441
  0.970336 -0.053242  0.035301
  0.966477 -0.014801  0.073102
  1.050980 -0.043723  0.008191
  1.083586 -0.027184  0.070613
  1.063629 -0.001727  0.058059
  1.024887 -0.041020 -0.011367
  1.006059 -0.033934  0.066992
  1.027418 -0.032563  0.064977
  1.038508 -0.029590  0.065031
  1.024340 -0.026023  0.057809
  1.000496 -0.028574  0.047301
  0.982047 -0.037742  0.039230
  0.978336 -0.051715  0.038227
  0.986629 -0.051734  0.032406
  0.981793 -0.049723  0.032063
  0.983324 -0.046832  0.034121
  0.990738 -0.043758  0.039227
  0.999555 -0.041883  0.045801
  1.008285 -0.039324  0.050402
  1.014938 -0.044000  0.050207
  0.987602 -0.045840  0.052957
  1.000613 -0.045156  0.054285
  1.009793 -0.042914  0.054094
  1.012301 -0.039695  0.052445
  1.013758 -0.037355  0.047172
  1.016242 -0.036801  0.041551
  1.014250 -0.047621  0.039711
  1.006031 -0.043566  0.048469
  1.002949 -0.038738  0.046930
  1.003465 -0.034664  0.043535
  1.004992 -0.034434  0.040301
  1.005098 -0.034031  0.041566
  1.007953 -0.034195  0.043297
  1.014727 -0.043359  0.045926
  1.009047 -0.045656  0.046637
  1.007215 -0.047832  0.048609
  0.999949 -0.047484  0.051113
  1.003480 -0.046145  0.051172
  1.002711 -0.043461  0.048070
  1.002918 -0.049398  0.044379
  1.000520 -0.049227  0.050664
  1.001422 -0.047988  0.052258
  1.001984 -0.044949  0.052379
  1.002527 -0.042160  0.050012
  1.003801 -0.039977  0.047785
  1.002141 -0.037703  0.045777
  1.004797 -0.036402  0.044215
  1.007402 -0.037719  0.042793
  1.006082 -0.038977  0.042555
  1.005316 -0.042336  0.042727
  1.003113 -0.045211  0.044949
  1.002680 -0.047176  0.047852
  1.003281 -0.048258  0.050367
  1.000371 -0.035965  0.051312
  1.005043 -0.037500  0.044152
  1.003973 -0.040523  0.047441
  1.001355 -0.042328  0.050055
  1.000949 -0.042008  0.051723
  1.000602 -0.043223  0.052016
  1.000863 -0.043969  0.052031
  1.001254 -0.095047  0.050965
  0.554109 -0.125551 -0.079672
  1.331340 -0.009574 -0.059047
  1.599242 -0.102684 -0.084371
  0.798660  0.174387  0.114844
  1.225949  0.150879  0.245891
  1.061281 -0.228258  0.247617
  0.662945 -0.026711  0.234109
  1.132941  0.002383  0.063461
  1.058832 -0.058617  0.002750
  0.900277 -0.075309  0.043918
  0.916797 -0.000441  0.065297
  1.038875 -0.024723 -0.003312
  1.037063 -0.011379  0.035895
  0.963367 -0.043965  0.022699
  1.033578 -0.028902  0.047902
  1.024644 -0.050187  0.016492
  0.978578 -0.065730  0.026473
  0.956844 -0.037887  0.065727
  1.005527 -0.023512  0.056910
  1.041309 -0.030070  0.052379
  1.030043 -0.004852  0.055078
  0.982621 -0.079934  0.116312
  0.884867 -0.126066  0.103109
  1.040848 -0.099469  0.114094
  1.106406  0.011941  0.158691
  1.107344 -0.073785  0.091926
  0.963176 -0.124930  0.027340
  0.876695 -0.001469  0.014418
  1.053820 -0.031438  0.038078
  1.002289 -0.047203  0.036305
  0.982992 -0.025035  0.052207
  1.015910 -0.023602  0.038309
  0.993641 -0.052777 -0.000551
  0.949910 -0.201195  0.016574
  0.780930 -0.032316  0.236410
  1.311016 -0.044203  0.015859
  0.815258 -0.030551  0.094883
  1.169555 -0.076016  0.241148
  0.608055 -0.164730 -0.031160
  1.185402 -0.123855 -0.072766
  0.998223  0.035820  0.107602
  1.047609 -0.003223  0.032266
  0.950758 -0.054824  0.002852
  0.915488 -0.016859  0.050754
  0.993129  0.005199  0.025258
  1.047703 -0.015008  0.040223
  1.024254 -0.029180  0.056820
  1.014516 -0.080688  0.033828
  0.846371 -0.094594 -0.033672
  0.759535  0.161910  0.267109
  1.401953 -0.348648  0.169332
  0.494551  0.123187  0.096238
  1.568434 -0.116289  0.133031
  0.916984  0.008629  0.296148
  0.949746 -0.000906  0.036113
  1.030336 -0.027914  0.033766
  1.022141 -0.067672  0.032297
  1.013480 -0.032324  0.089770
  1.061422 -0.000973  0.057797
  1.061926 -0.012777  0.022930
  1.005965 -0.023250  0.020422
  0.940285  0.105367 -0.024535
  0.964828 -0.206699 -0.248828
  0.896430  0.057801 -0.036258
  0.889207 -0.046109  0.149687
  0.395277 -0.160895 -0.019281
  1.427934  0.018023  0.273727
  1.233152 -0.032207  0.286246
  1.005246 -0.028559  0.270535
  0.988445 -0.008324  0.043656
  1.010555 -0.011734  0.011551
  1.034516 -0.034938 -0.008801
  1.033875 -0.034336  0.047168
  1.042672 -0.009715  0.067164
  1.032586 -0.011707  0.004094
  0.994457  0.067437 -0.020285
  1.234094 -0.109445 -0.101766
  0.721156 -0.085289 -0.164398
  0.730918  0.197430  0.266531
  1.308063 -0.446578  0.083867
  0.428703  0.201160  0.156012
  1.624922 -0.188180  0.120676
  0.762930 -0.015152  0.410730
  1.001438 -0.044426  0.002543
  0.944422 -0.045398  0.020547
  0.997883 -0.038418  0.023375
  1.077035 -0.000574  0.063883
  1.033715 -0.036277  0.027859
  0.943441 -0.048836 -0.014203
  1.107687 -0.005148  0.419348
  1.385383 -0.199602  0.271914
  0.379973 -0.130156 -0.338094
  1.291988 -0.103801 -0.063348
  1.016863  0.136301  0.200352
  0.952094 -0.237410 -0.047586
  0.772684 -0.038766 -0.087883
  0.970090 -0.016512  0.005121
  1.009871 -0.015879  0.028246
  1.010465 -0.045906  0.011770
  1.007875 -0.071164  0.021637
  1.031910 -0.020270  0.084934
  1.068543 -0.011141  0.025895
  1.043277  0.025289  0.000453
  1.053238 -0.019863  0.079746
  0.915418 -0.215523 -0.104816
  0.930695 -0.026641  0.163289
  1.081887 -0.013484  0.015914
  1.141133 -0.061961 -0.034293
  1.000098 -0.003297  0.082762
  0.924418 -0.046918 -0.073348
  1.051617 -0.052430  0.023172
  1.053992 -0.080215  0.007496
  1.027676 -0.080457  0.041949
  1.015102 -0.054238  0.047586
  1.018645 -0.055516  0.011051
  1.014145 -0.060703  0.018234
  0.992602 -0.018277  0.033125
  0.978621 -0.032051  0.064457
  0.961309 -0.037273  0.066844
  0.977512 -0.027078  0.064059
  1.009090 -0.023176  0.049063
  1.028363 -0.033434  0.042504
  1.023906 -0.043969  0.048730
  1.015320 -0.047309  0.053379
  1.011883 -0.043699  0.038938
  1.014719 -0.045707  0.042785
  1.001019 -0.046023  0.051391
  0.987023 -0.039918  0.056988
  0.991430 -0.030781  0.052973
  1.002949 -0.028117  0.044078
  1.010758 -0.032367  0.041727
  1.014363 -0.041203  0.045246
  1.002535 -0.045805  0.049707
  0.999168 -0.041547  0.052500
  1.005769 -0.037254  0.047211
  1.015262 -0.039574  0.042309
  1.012883 -0.047035  0.043711
  0.999223 -0.037848  0.048973
  1.007051 -0.036578  0.035902
  1.015391 -0.037840  0.036676
  1.012008 -0.044145  0.041539
  1.007742 -0.045270  0.050082
  1.002016 -0.041090  0.051402
  1.002148 -0.046555  0.047781
  1.003059 -0.045266  0.039363
  1.002859 -0.043238  0.038207
  1.006504 -0.042039  0.034965
  1.004516 -0.044727  0.033293
  1.007305 -0.044934  0.037176
  1.006578 -0.041617  0.038633
  1.008832 -0.034395  0.036531
  1.002598 -0.030566  0.048887
  1.005273 -0.031469  0.047117
  1.007445 -0.034355  0.049297
  1.002523 -0.036629  0.053242
  0.997820 -0.038824  0.053855
  1.002039 -0.040223  0.052902
  0.999625 -0.025602  0.049500
  1.009508 -0.026527  0.046707
  1.007180 -0.027094  0.043922
  1.010441 -0.029539  0.039539
  1.011570 -0.034430  0.036262
  1.005848 -0.039887  0.034082
  1.005766 -0.041926  0.034410
  1.006590 -0.045090  0.031242
  1.009805 -0.047547  0.049781
  1.002551 -0.050508  0.048457
  1.000437 -0.051469  0.047773
  1.002957 -0.050719  0.045187
  1.001652 -0.050410  0.040078
  1.002086 -0.050391  0.040082
  1.000445 -0.029020  0.039922
  1.014383 -0.028949  0.041906
  0.998855 -0.029477  0.032441
  1.013660 -0.034020  0.040230
  1.007246 -0.033801  0.029574
  1.008723 -0.037836  0.035887
  1.008172 -0.036082  0.037238
  1.007895 -0.040645  0.035797
  1.006234 -0.040926  0.043547
  1.004566 -0.039949  0.042188
  1.005074 -0.038324  0.039480
  1.007680 -0.038953  0.037363
  1.008250 -0.039398  0.036961
  1.006141 -0.040324  0.036918
  1.003102 -0.037566  0.036984
  1.003500 -0.038613  0.044926
  1.003168 -0.037875  0.044695
  1.004324 -0.038113  0.043766
  1.004844 -0.039801  0.042453
  1.004641 -0.040566  0.041926
  1.005242 -0.040539  0.041520
  1.005699 -0.038586  0.040145
  1.003328 -0.039926  0.044355
  1.004152 -0.040051  0.042738
  1.003641 -0.040332  0.041047
  1.006074 -0.040316  0.039082
  1.007633 -0.040793  0.036461
  1.007887 -0.042875  0.035793
  1.006457 -0.036215  0.036305
  1.008176 -0.036184  0.039535
  1.008441 -0.036461  0.038918
  1.008094 -0.035766  0.039066
  1.006738 -0.035336  0.037496
  1.008691 -0.035266  0.037652
  1.007371 -0.038426  0.037223
  1.006047 -0.039496  0.044590
  1.003559 -0.041223  0.044941
  1.004047 -0.041422  0.045770
  1.005473 -0.041391  0.044270
  1.005672 -0.042211  0.042590
  1.006258 -0.043281  0.041922
  1.004309 -0.040359  0.040711
  1.004535 -0.038316  0.045035
  1.004211 -0.038434  0.043969
  1.007941 -0.037793  0.043609
  1.005980 -0.036836  0.041766
  1.003836 -0.035961  0.042043
  1.005719 -0.035285  0.041211
  1.006262 -0.043422  0.038719
  1.002219 -0.043344  0.043352
  1.004645 -0.042266  0.043402
  1.007102 -0.041410  0.042195
  1.005539 -0.041508  0.041242
  1.005473 -0.040945  0.041766
  1.006832 -0.040891  0.042012
  1.005898 -0.044613  0.042074
  1.004969 -0.045086  0.040148
  1.006695 -0.045141  0.040137
  1.006320 -0.045281  0.040082
  1.004094 -0.045977  0.040812
  1.004203 -0.045234  0.041609
  1.005219 -0.043660  0.041539
  1.003398 -0.042238  0.041344
  1.004840 -0.042723  0.039961
  1.004637 -0.042242  0.039945
  1.004500 -0.041152  0.040133
  1.004773 -0.040816  0.039992
  1.006508 -0.040020  0.039789
  1.003668 -0.039375  0.040125
  1.005418 -0.043832  0.041160
  1.006254 -0.045055  0.041297
  1.007301 -0.045391  0.040906
  1.007219 -0.046824  0.040012
  1.006922 -0.048363  0.040738
  1.003988 -0.049246  0.041734
  1.005000 -0.049047  0.042242
  1.005047 -0.034074  0.042020
  1.006156 -0.034805  0.036348
  1.008449 -0.034496  0.037512
  1.005961 -0.034871  0.037055
  1.005387 -0.035059  0.037148
  1.007941 -0.035793  0.037281
  1.007481 -0.037094  0.037332
  1.005031 -0.044438  0.038816
  1.004133 -0.044547  0.044363
  1.005961 -0.044492  0.043691
  1.005687 -0.044211  0.043473
  1.004621 -0.043172  0.044020
  1.004953 -0.042977  0.042551
  1.006824 -0.036793  0.042098
  1.005813 -0.036070  0.042715
  1.007734 -0.036641  0.042602
  1.005977 -0.036586  0.043211
  1.004570 -0.036219  0.043836
  1.007613 -0.036395  0.043465
  1.006078 -0.037512  0.043523
  1.003996 -0.039066  0.044867
  1.005758 -0.038449  0.041414
  1.004441 -0.038812  0.040211
  1.007203 -0.039066  0.040273
  1.005203 -0.039961  0.039883
  1.005254 -0.040332  0.039875
  1.005813 -0.040652  0.039477
  1.006953 -0.042348  0.039949
  1.008953 -0.042930  0.042730
  1.005172 -0.042637  0.042734
  1.006445 -0.041125  0.043105
  1.008223 -0.041254  0.041746
  1.005566 -0.040812  0.042590
  1.002527 -0.039320  0.042727
  1.007598 -0.037004  0.042066
  1.006531 -0.037062  0.043285
  1.008391 -0.039355  0.042043
  1.005469 -0.040430  0.042359
  1.004316 -0.040293  0.041117
  1.007777 -0.041699  0.040570
  1.004820 -0.042137  0.040262
  1.004617 -0.037824  0.040051
  1.005168 -0.037551  0.043988
  1.007262 -0.038148  0.042852
  1.005523 -0.038805  0.041941
  1.005312 -0.039383  0.041152
  1.007145 -0.040680  0.040688
  1.005430 -0.041273  0.040281
  1.005016 -0.037934  0.040352
  1.005312 -0.037711  0.045207
  1.004930 -0.038066  0.044188
  1.006449 -0.037699  0.044828
  1.005992 -0.038125  0.044590
  1.004609 -0.038727  0.043437
  1.005215 -0.039199  0.043781
  1.006535 -0.039992  0.042543
  1.006449 -0.040270  0.041699
  1.003730 -0.039676  0.041996
  1.005035 -0.040031  0.040863
  1.006742 -0.040809  0.040238
  1.004512 -0.040734  0.041047
  1.005941 -0.040484  0.041531
  1.007625 -0.041527  0.041375
  1.006445 -0.042238  0.039375
  1.007863 -0.041629  0.039523
  1.006824 -0.041957  0.040750
  1.006356 -0.040801  0.040508
  1.007445 -0.041402  0.040641
  1.005941 -0.039684  0.041762
  1.006430 -0.040488  0.042523
  1.004156 -0.039461  0.043191
  1.005734 -0.038922  0.042242
  1.005816 -0.039473  0.041871
  1.004238 -0.038863  0.043121
  1.005887 -0.038594  0.042535
  1.006609 -0.039742  0.042332
  1.005348 -0.039891  0.042266
  1.005953 -0.039758  0.040992
  1.006809 -0.039902  0.040715
  1.004504 -0.039520  0.041004
  1.006277 -0.038852  0.040254
  1.006734 -0.039641  0.039340
  1.006016 -0.038555  0.040105
  1.005199 -0.039816  0.043027
  1.005434 -0.040258  0.042707
  1.005984 -0.040898  0.042457
  1.004863 -0.041691  0.042754
  1.006320 -0.041980  0.042379
  1.004547 -0.043594  0.042324
  1.004449 -0.038730  0.043441
  1.006332 -0.039211  0.040645
  1.006297 -0.039664  0.040008
  1.005945 -0.038992  0.040527
  1.004719 -0.039516  0.039820
  1.005750 -0.039141  0.039730
  1.005144 -0.038918  0.039844
  1.005914 -0.041988  0.039484
  1.005707 -0.042328  0.041602
  1.005746 -0.042137  0.040691
  1.005238 -0.042316  0.040078
  1.005621 -0.043023  0.039746
  1.004348 -0.042961  0.039617
  1.005434 -0.042016  0.039934
  1.006078 -0.039371  0.039187
  1.005691 -0.040418  0.043281
  1.005793 -0.041137  0.043512
  1.006234 -0.041504  0.043633
  1.005531 -0.042312  0.042969
  1.005574 -0.042254  0.043910
  1.005281 -0.042359  0.042973
  1.005828 -0.040562  0.042750
  1.004961 -0.041031  0.038105
  1.006059 -0.041063  0.037750
  1.006145 -0.041766  0.036898
  1.005617 -0.042508  0.036746
  1.005875 -0.042246  0.037273
  1.005906 -0.042363  0.037418
  1.005426 -0.040719  0.037707
  1.005113 -0.041539  0.043527
  1.005898 -0.041730  0.043570
  1.005668 -0.041574  0.043191
  1.005312 -0.041992  0.042184
  1.005711 -0.042051  0.042219
  1.005144 -0.037789  0.041852
  1.005504 -0.038516  0.040680
  1.006070 -0.038746  0.040652
  1.005383 -0.039711  0.040312
  1.005727 -0.040371  0.040570
  1.006340 -0.040480  0.040699
  1.004711 -0.041344  0.040816
  1.006379 -0.040027  0.041730
  1.005395 -0.040176  0.042176
  1.005898 -0.040621  0.041875
  1.004906 -0.040539  0.042141
  1.005062 -0.040414  0.041738
  1.005902 -0.040625  0.041301
  1.004746 -0.040855  0.041746
  1.004973 -0.038992  0.041594
  1.006223 -0.038848  0.041488
  1.006379 -0.039070  0.041816
  1.005594 -0.038898  0.041582
  1.006184 -0.039004  0.041602
  1.006656 -0.039707  0.041934
  1.006113 -0.039875  0.041934
  1.005980 -0.039348  0.041973
  1.006102 -0.039199  0.044914
  1.005668 -0.038801  0.045414
  1.005457 -0.039098  0.045121
  1.005352 -0.038973  0.044648
  1.005277 -0.039199  0.044434
  1.005805 -0.039566  0.043621
  1.005363 -0.040445  0.043309
  1.005652 -0.040297  0.042031
  1.005793 -0.040043  0.042305
  1.005926 -0.040906  0.042012
  1.005320 -0.041004  0.041941
  1.005332 -0.040688  0.042547
  1.005566 -0.040668  0.042207
  1.005391 -0.040168  0.042453
  1.005781 -0.040391  0.043203
  1.005563 -0.040406  0.042516
  1.005348 -0.039875  0.042309
  1.005664 -0.039270  0.042477
  1.005547 -0.039121  0.041941
  1.006441 -0.038781  0.042281
  1.005473 -0.041941  0.042766
  1.005434 -0.041906  0.041258
  1.006160 -0.041516  0.041129
  1.005477 -0.041527  0.040937
  1.005563 -0.041359  0.041555
  1.005481 -0.040469  0.041281
  1.005859 -0.040238  0.041672
  1.006012 -0.040094  0.042457
  1.005703 -0.040074  0.042844
  1.005230 -0.040254  0.042633
  1.005559 -0.040496  0.042484
 -0.000004 -0.000004  0.042586
 -0.000004 -0.000004 -0.000004
 -0.000004  1.932063 -0.000004
 -0.647941  1.995062 -1.224988
 -0.659941 -1.988937 -1.132988
 -0.857941 -1.996938 -1.292988
 -0.565941 -1.988937 -1.155988
 -0.783941  1.970062 -1.245988
 -0.632941 -2.007937 -1.249988
 -0.808941 -2.017937 -1.348988
